phewas_string,x,y,p_values,odds_ratios,snps,cluster
Other biliary tract disease,2,0,"[0.01398, 0.03197, 0.02791, 0.0239, 0.002371, 0.01507, 0.006533, 0.00572, 0.03836, 0.007955]","[1.25, 0.79, 0.665, 0.77, 1.293, 0.79, 1.273, 0.747, 0.795, 1.267]","['B_0801', 'B_4402', 'B_5701', 'C_0602', 'C_0701', 'DQA1_0101', 'DQB1_0201', 'DQB1_0501', 'DRB1_0101', 'DRB1_0301']",2
Other cerebral degenerations,2,5,"[0.04777, 0.03347, 0.02194, 0.04637, 0.03521, 0.01425]","[0.82, 1.228, 1.243, 1.371, 1.423, 1.523]","['A_0101', 'B_0702', 'C_0702', 'DPA1_0202', 'DQA1_0401', 'DQB1_0402']",2
Other conditions of brain,4,4,"[0.03262, 0.0004335, 0.02429, 0.009872, 0.01065, 0.001224, 0.02053]","[1.339, 1.488, 0.835, 1.486, 1.568, 1.762, 1.269]","['A_2601', 'A_6801', 'DPB1_0201', 'DPB1_1001', 'DPB1_1401', 'DQB1_0502', 'DRB1_0404']",2
"Other conditions of brain, NOS",4,3,"[0.003879, 0.02043, 0.03893]","[1.461, 0.588, 1.268]","['A_6801', 'DPB1_0601', 'DRB1_1101']",2
Other deficiency anemia,3,4,"[0.03751, 0.03641, 0.02812, 0.01111, 0.002565, 0.03576, 0.04208, 0.008226]","[1.262, 0.346, 0.453, 1.272, 0.359, 1.239, 0.72, 0.302]","['B_4402', 'C_1402', 'DPB1_1001', 'DQA1_0102', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DRB1_1401']",2
Other demyelinating diseases of central nervous system,0,5,"[0.006511, 0.005784, 5.268e-06, 0.00602, 0.04938, 4.411e-08, 0.03388, 0.03783, 4.726e-08]","[1.52, 1.52, 1.939, 0.639, 1.655, 2.244, 2.08, 0.657, 2.233]","['B_0702', 'C_0702', 'DQA1_0102', 'DQA1_0301', 'DQA1_0401', 'DQB1_0602', 'DRB1_0103', 'DRB1_0401', 'DRB1_1501']",2
Other diseases of blood and blood-forming organs,3,4,"[0.0003008, 0.006466, 0.01844, 0.02336, 0.01496, 0.04034, 0.04447, 0.04807, 0.04659]","[0.572, 0.206, 0.188, 1.398, 0.78, 0.547, 1.206, 1.22, 1.22]","['A_2402', 'B_3701', 'B_3901', 'C_0202', 'DPA1_0103', 'DPB1_0501', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",2
Other disorders of arteries and arterioles,3,5,"[0.01306, 0.01944, 0.03721, 0.01747, 0.01853, 0.01155]","[1.6, 0.497, 1.664, 0.561, 1.735, 0.58]","['A_1101', 'B_4001', 'C_0102', 'C_0304', 'C_0802', 'DPB1_0402']",2
Other disorders of bone and cartilage,4,1,"[0.0386, 0.01817, 0.03406, 0.04401, 0.04229, 0.03147]","[1.577, 2.305, 1.604, 0.555, 1.63, 0.533]","['A_0201', 'B_1402', 'DQA1_0101', 'DQB1_0602', 'DRB1_0101', 'DRB1_1501']",2
Other disorders of intestine,5,2,"[0.02365, 0.04054, 0.01468]","[1.17, 1.388, 1.551]","['A_0101', 'C_0704', 'DRB1_0103']",2
Other disorders of metabolism,0,5,"[0.003264, 0.008809, 0.04991, 0.003677, 0.03946, 0.04956, 0.004913]","[1.53, 1.455, 1.313, 1.526, 0.583, 0.589, 1.504]","['B_0702', 'C_0702', 'DQA1_0102', 'DQB1_0602', 'DQB1_0603', 'DRB1_1301', 'DRB1_1501']",2
Other disorders of pancreatic internal secretion,5,3,"[0.03873, 0.04767, 0.0393, 0.03553]","[1.984, 1.928, 2.382, 0.121]","['A_2501', 'B_1302', 'B_4002', 'DPA1_0202']",2
Other disorders of prostate,3,5,"[0.0339, 0.00407, 0.02206, 0.03737]","[0.558, 2.4, 3.381, 0.29]","['A_0201', 'A_1101', 'A_3001', 'C_0304']",2
Other disorders of urethra and urinary tract,3,3,[0.0291],[1.74],['B_3801'],2
Other hypertrophic and atrophic conditions of skin,2,4,"[0.01282, 0.04385, 0.001458, 0.03364]","[1.244, 1.409, 1.685, 1.445]","['A_1101', 'B_3801', 'DRB1_0103', 'DRB1_0407']",2
Other persistent mental disorders due to conditions classified elsewhere,1,1,"[0.03708, 0.0486, 0.04089]","[1.232, 0.408, 1.443]","['B_0702', 'DPB1_1701', 'DQB1_0503']",2
Other specified congenital anomalies of kidney,1,4,"[0.009087, 0.006987, 0.0233, 0.03724]","[1.677, 1.694, 2.629, 1.545]","['B_0702', 'C_0702', 'C_1402', 'DPB1_0402']",2
Other specified diseases of hair and hair follicles,2,4,"[0.02139, 0.0263, 0.02, 0.04869]","[1.919, 2.19, 1.711, 1.631]","['A_2601', 'B_3801', 'B_5101', 'C_1203']",2
Other specified nonpsychotic and/or transient mental disorders,1,1,"[0.03045, 0.01174, 0.04047]","[1.267, 1.368, 0.82]","['A_6801', 'DPB1_1101', 'DQB1_0603']",2
Other symptoms/disorders or the urinary system,3,2,"[0.009001, 0.02627, 0.04638, 0.04314, 0.03457, 0.04866, 0.02396]","[1.231, 1.265, 0.918, 1.189, 1.08, 1.082, 1.137]","['A_2601', 'A_3001', 'B_0801', 'B_5501', 'DQA1_0102', 'DQB1_0602', 'DRB1_1101']",2
Other vitamin B12 deficiency anemia,3,4,"[0.03212, 0.03707, 0.01881, 0.01946, 0.03072, 0.02189, 0.04334]","[0.41, 1.63, 1.514, 1.467, 1.349, 0.262, 0.132]","['A_3201', 'A_6801', 'B_1501', 'C_0304', 'DQA1_0102', 'DQB1_0503', 'DRB1_1401']",2
Otitis externa,2,1,"[0.03249, 0.03362, 0.04504]","[1.345, 1.74, 0.667]","['A_0301', 'B_5501', 'C_0304']",2
Pancreatic cancer,4,2,[0.04032],[1.347],['A_0201'],2
Partial epilepsy,2,5,"[0.04032, 0.01169, 0.03287, 0.0471, 0.0275, 0.001408, 0.00205]","[0.712, 1.294, 1.252, 1.389, 1.249, 1.383, 1.369]","['A_1101', 'B_0702', 'B_0801', 'C_0102', 'C_0702', 'DQB1_0201', 'DRB1_0301']",2
Pathologic fracture of vertebrae,4,1,"[0.009935, 0.03428, 0.04331, 0.03512, 0.006334]","[1.504, 1.731, 1.773, 0.415, 0.347]","['A_0201', 'A_6801', 'B_1402', 'B_1801', 'B_3501']",2
Pelvic inflammatory disease (PID),3,3,[0.003856],[3.993],['B_3801'],2
Peritoneal or intestinal adhesions,5,2,[0.03834],[2.406],['A_3001'],2
Personality disorders,0,0,"[0.04742, 0.04539, 0.01022, 0.02224, 0.01399, 0.01013, 0.02276]","[0.242, 1.495, 0.466, 0.449, 1.671, 0.465, 1.609]","['A_2902', 'DQA1_0102', 'DQA1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0701', 'DRB1_1501']",2
Pervasive developmental disorders,1,1,"[0.04087, 0.01837, 0.03617, 0.0327]","[0.793, 0.742, 1.52, 1.788]","['A_0101', 'B_0801', 'DQB1_0503', 'DRB1_0407']",2
Pituitary dwarfism,4,2,[0.01902],[0.462],['C_0303'],2
Poisoning by antibiotics,2,1,"[0.00393, 0.04698, 0.04681]","[2.325, 1.697, 1.44]","['B_5501', 'C_0102', 'DRB1_0401']",2
Polycythemia vera,4,2,"[0.04948, 0.04734, 0.01428]","[0.468, 0.647, 0.655]","['B_1801', 'C_0501', 'DQB1_0301']",2
"Polycythemia, secondary",3,4,"[0.0186, 0.003206, 0.02226, 0.02379, 0.03921]","[1.877, 2.117, 0.544, 1.473, 1.494]","['A_6801', 'C_0102', 'C_0501', 'DQA1_0102', 'DRB1_0101']",2
Polyneuropathy due to drugs,1,1,"[0.01884, 0.01421]","[0.443, 1.907]","['A_2402', 'B_1801']",2
Primary pulmonary hypertension,1,4,"[0.03526, 0.0465, 0.02517, 0.03538, 0.01894]","[0.345, 1.305, 1.376, 1.563, 2.017]","['B_1302', 'C_0702', 'DPB1_0402', 'DQB1_0604', 'DRB1_0103']",2
Prostatitis,0,0,"[0.02935, 0.002179, 0.03375, 0.009107, 0.03206, 0.007704, 0.02575, 0.007346, 0.01757]","[1.44, 0.277, 0.597, 0.587, 1.405, 1.595, 0.617, 1.563, 1.485]","['B_0702', 'B_3501', 'C_0401', 'DQA1_0101', 'DQA1_0102', 'DQB1_0302', 'DQB1_0501', 'DQB1_0602', 'DRB1_1501']",2
Proteinuria,0,4,"[0.04789, 0.01694, 0.03489, 0.01365, 0.001886, 0.006941, 0.03742]","[1.265, 1.283, 0.807, 0.692, 1.553, 1.427, 0.812]","['B_4001', 'C_0304', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",2
Pruritus and related conditions,2,4,"[0.02732, 0.02327]","[1.641, 0.318]","['A_2601', 'B_5501']",2
Psychosis,1,1,"[0.04807, 0.007255, 0.03012]","[0.138, 0.148, 1.291]","['A_3001', 'B_1302', 'DQA1_0102']",2
Rash and other nonspecific skin eruption,2,4,"[0.002092, 0.009079, 0.003956, 0.03061]","[1.172, 0.881, 1.368, 0.745]","['A_0101', 'A_0201', 'B_5501', 'DRB1_1104']",2
Regional enteritis,4,0,"[0.02331, 0.017, 0.01002, 0.02059, 0.02623, 0.0009726, 0.03753, 0.0005361]","[0.358, 0.665, 2.052, 1.591, 1.407, 1.747, 0.759, 2.362]","['A_2301', 'A_2402', 'B_1401', 'B_1402', 'B_3501', 'C_0802', 'DQB1_0602', 'DRB1_0103']",2
Renal dialysis,2,0,"[0.0308, 0.0287, 0.003777, 0.002247, 0.04074, 0.002176]","[1.213, 0.655, 1.703, 1.326, 1.222, 1.328]","['C_0701', 'C_1203', 'DPB1_1001', 'DQB1_0201', 'DQB1_0302', 'DRB1_0301']",2
Renal failure,1,0,"[0.02462, 0.001719, 0.01716, 0.005485, 0.001824, 0.04489, 0.03646]","[1.081, 1.13, 0.91, 1.329, 1.129, 0.813, 0.921]","['DQA1_0501', 'DQB1_0201', 'DQB1_0602', 'DRB1_0103', 'DRB1_0301', 'DRB1_1401', 'DRB1_1501']",2
Renal osteodystrophy,1,0,"[0.0177, 0.02227, 0.04375, 0.00835, 0.001417, 0.01712, 0.005709]","[1.29, 0.781, 1.224, 1.335, 0.667, 1.301, 0.712]","['A_0301', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DQB1_0602', 'DRB1_0301', 'DRB1_1501']",2
Restless legs syndrome,4,3,"[0.0002615, 0.03677, 0.04675, 0.008025, 0.04176, 0.02146, 0.006852, 0.008217, 0.03277]","[0.603, 0.65, 0.366, 1.466, 0.734, 1.392, 1.477, 0.602, 1.358]","['A_0201', 'C_0401', 'DPB1_1101', 'DQB1_0201', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0401', 'DRB1_1501']",2
Retention of urine,0,0,"[0.03852, 0.002815, 0.01638, 0.00337, 0.01484, 0.03473]","[1.233, 0.783, 1.184, 0.773, 1.205, 1.174]","['C_0303', 'DQA1_0101', 'DQA1_0102', 'DQB1_0501', 'DQB1_0602', 'DRB1_1501']",2
Rhabdomyolysis,3,5,"[0.001739, 0.04177]","[2.422, 1.655]","['A_1101', 'DQA1_0501']",2
Rosacea,0,1,"[0.01851, 0.0377, 0.01036, 0.01969, 0.002589, 0.001285, 0.001305]","[0.468, 1.398, 0.225, 1.752, 1.408, 1.475, 1.469]","['A_6801', 'B_3501', 'B_5501', 'DPB1_1301', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",2
Rupture of synovium,0,3,"[0.02354, 0.04596, 0.03399, 0.04473, 0.01631]","[2.574, 1.926, 2.311, 2.433, 2.581]","['B_5701', 'DPB1_0402', 'DQB1_0303', 'DQB1_0604', 'DRB1_1302']",2
Sarcoidosis,3,2,"[0.0009722, 0.026, 0.02514, 0.002063, 0.01143, 0.01435, 0.03585, 0.04884, 0.008091, 0.003156, 0.01673, 0.03161]","[1.528, 1.362, 0.56, 2.064, 0.61, 1.415, 0.696, 0.739, 1.395, 0.591, 0.639, 1.477]","['A_0101', 'B_0801', 'B_3501', 'B_5501', 'C_0401', 'DPB1_0301', 'DPB1_0402', 'DQA1_0101', 'DQA1_0501', 'DQB1_0501', 'DRB1_0101', 'DRB1_1101']",2
Schizophrenia and other psychotic disorders,0,2,"[0.03722, 0.007725, 0.0151, 0.03997, 0.03299, 0.03861]","[1.304, 0.333, 1.885, 1.234, 1.483, 1.394]","['A_2402', 'B_1302', 'C_1402', 'DQA1_0102', 'DQA1_0401', 'DRB1_1302']",2
Sebaceous cyst,2,4,"[0.04677, 0.02956, 0.01057, 0.007127, 0.01375, 0.03617]","[1.473, 0.458, 1.352, 1.324, 1.332, 1.294]","['A_2301', 'B_3701', 'B_4001', 'C_0304', 'DQA1_0103', 'DRB1_1301']",2
Seborrheic keratosis,4,1,"[0.03055, 0.02738, 0.009025, 0.01506, 0.01016]","[1.257, 1.343, 1.269, 0.744, 0.718]","['B_1402', 'B_3701', 'C_0802', 'DQA1_0401', 'DQB1_0402']",2
Secondary malignancy of brain/spine,4,2,"[0.02677, 0.01873, 0.02815, 0.04056]","[0.452, 0.752, 0.785, 0.801]","['B_4901', 'C_0401', 'DPB1_0402', 'DQB1_0501']",2
Senile cataract,3,0,"[0.03976, 0.03694, 0.04197, 0.01229]","[0.791, 0.842, 0.82, 0.881]","['B_1402', 'B_4403', 'C_0802', 'DQB1_0301']",2
Senile dementia,1,1,"[0.01461, 0.03359, 0.0117, 0.03709, 0.033, 0.01673]","[1.873, 1.595, 1.796, 1.396, 0.67, 0.45]","['A_2601', 'B_2705', 'C_0802', 'DPB1_0301', 'DQB1_0201', 'DRB1_0404']",2
Sexual and gender identity disorders,1,1,"[0.0461, 0.01574]","[2.851, 2.048]","['B_3503', 'C_0401']",2
Sleep disorders,4,3,"[0.03589, 0.0333]","[0.817, 1.111]","['A_2902', 'DQA1_0102']",2
Somatoform disorder,1,2,"[0.03189, 0.04697, 0.03196, 0.03895, 0.003403, 0.04596, 0.02381]","[0.558, 2.024, 2.01, 0.57, 0.289, 1.832, 2.231]","['A_0101', 'A_3101', 'B_5701', 'C_0701', 'DPB1_0402', 'DQB1_0303', 'DQB1_0503']",2
Speech and language disorder,1,1,"[0.01074, 0.01822, 0.02383, 0.0118, 0.03915]","[1.635, 0.42, 1.695, 2.092, 0.419]","['A_2402', 'B_4403', 'B_5101', 'C_1502', 'C_1601']",2
Spinocerebellar disease,2,1,"[0.02474, 0.04072, 0.04614]","[2.899, 1.807, 0.304]","['B_5501', 'DQA1_0102', 'DQB1_0202']",2
Squamous cell carcinoma,5,0,"[0.0319, 0.04383, 0.02246, 0.00928, 0.04927, 0.03084, 0.03292, 0.008381]","[0.335, 0.501, 1.756, 0.268, 1.917, 0.639, 1.397, 1.696]","['A_2601', 'A_2902', 'B_1402', 'C_0102', 'DPB1_1401', 'DQB1_0202', 'DQB1_0302', 'DRB1_0404']",2
Suicidal ideation,1,1,[0.02649],[0.49],['DPB1_0402'],2
Suicidal ideation or attempt,1,5,"[0.02684, 0.04051, 0.01922, 0.02962]","[1.593, 1.422, 1.482, 1.45]","['A_1101', 'B_0702', 'C_0702', 'DRB1_1501']",2
Superficial keratitis,1,4,"[0.01392, 0.02098, 0.03725, 0.0149, 0.008715, 0.01788, 0.04742]","[0.276, 2.462, 0.401, 0.172, 2.232, 0.243, 0.306]","['B_0702', 'B_1801', 'C_0702', 'DPB1_0301', 'DPB1_0402', 'DQB1_0501', 'DRB1_0101']",2
Testicular dysfunction,0,4,"[0.03822, 0.04474, 0.04412, 0.02794, 0.02119, 0.03738, 0.01362, 0.04077]","[0.765, 1.255, 0.776, 0.429, 0.741, 0.749, 1.568, 1.415]","['B_0702', 'C_0701', 'C_0702', 'DPB1_0601', 'DQA1_0101', 'DQB1_0501', 'DQB1_0604', 'DRB1_1302']",2
Testicular hypofunction,0,4,"[0.04414, 0.04553, 0.03666, 0.009725, 0.02433, 0.04006, 0.01819, 0.04869]","[0.769, 1.256, 0.573, 0.31, 0.744, 0.75, 1.547, 1.402]","['B_0702', 'C_0701', 'C_0802', 'DPB1_0601', 'DQA1_0101', 'DQB1_0501', 'DQB1_0604', 'DRB1_1302']",2
Thyroid cancer,4,2,"[0.02222, 0.008936, 0.0448, 0.04694, 0.02876, 0.01162]","[1.679, 0.583, 0.555, 1.234, 0.539, 0.381]","['A_3001', 'B_2705', 'B_5501', 'C_0501', 'DPB1_1101', 'DPB1_1301']",2
Tobacco use disorder,1,1,[0.001782],[0.592],['DPB1_1001'],2
Toxic effect of venom,1,4,"[0.04452, 0.04341, 0.01131]","[2.297, 1.962, 2.226]","['C_0202', 'C_0401', 'DPB1_0402']",2
Traumatic arthropathy,0,3,"[0.005945, 0.0353, 0.04855, 0.04323, 0.001032, 0.01346]","[2.393, 2.122, 1.594, 0.468, 2.833, 2.189]","['B_1801', 'DPA1_0202', 'DQA1_0102', 'DQB1_0302', 'DQB1_0604', 'DRB1_1302']",2
Ulceration of intestine,5,2,"[0.03496, 0.01995, 0.01376, 0.01353, 0.01963]","[0.5, 2.151, 0.415, 3.163, 0.451]","['B_0702', 'B_2705', 'DQB1_0602', 'DRB1_0103', 'DRB1_1501']",2
Unspecified erythematous condition,4,0,"[0.02335, 0.03832, 0.019, 0.03342, 0.04598]","[0.532, 1.995, 2.694, 1.88, 2.323]","['B_0801', 'B_1402', 'B_3901', 'C_0802', 'DPB1_1701']",2
Urethral hypermobility/ISD,3,3,[0.005127],[2.834],['B_3801'],2
Vascular dementia,1,2,"[0.01997, 0.002278, 0.04909]","[0.532, 2.752, 2.033]","['A_0101', 'A_2601', 'DQB1_0503']",2
Visual field defects,2,1,"[0.02758, 0.01148, 0.001947]","[2.079, 2.317, 2.585]","['A_2501', 'B_5501', 'DPB1_0501']",2
Vitamin B-complex deficiencies,4,2,"[0.03106, 0.03836, 0.03728]","[1.578, 0.717, 0.702]","['C_0704', 'DQB1_0603', 'DRB1_1301']",2
Vitamin D deficiency,3,2,"[0.04845, 0.01151, 0.03115, 0.0169, 0.03163, 0.04763]","[0.899, 0.64, 1.305, 1.214, 0.885, 0.882]","['A_0201', 'A_2301', 'B_5501', 'DPB1_0101', 'DQA1_0102', 'DQB1_0602']",2
Vitamin deficiency,0,4,"[0.0363, 0.02843, 0.04602, 0.01439, 0.04268, 0.03976, 0.03732]","[0.889, 1.17, 0.689, 1.196, 0.902, 0.89, 1.126]","['B_0702', 'B_4001', 'C_1402', 'DPB1_0101', 'DQA1_0102', 'DQB1_0602', 'DRB1_0401']",2
severe protein-calorie malnutrition,4,2,"[0.02067, 0.04716, 0.03071]","[0.476, 0.769, 1.557]","['B_4901', 'DQA1_0103', 'DRB1_1201']",2
