phewas_string,x,y,p_values,odds_ratios,snps,cluster
Hypothyroidism NOS,9,1,"[0.00984, 0.0001149, 0.001094, 0.01557, 0.03665, 0.04398, 0.00245, 0.03387, 0.01971, 0.009708, 3.734e-07, 0.003158, 1.603e-07, 9.797e-06, 0.004671, 0.0201, 0.0002263, 0.005897, 0.001703, 1.313e-05, 0.01096, 0.001206, 0.0001387]","[1.125, 0.791, 1.251, 0.859, 0.894, 1.103, 1.136, 0.915, 0.785, 0.891, 0.809, 1.126, 1.229, 1.217, 1.123, 0.895, 0.843, 0.795, 0.85, 1.214, 1.179, 0.786, 0.84]","['B_0801', 'B_1501', 'B_1801', 'C_0303', 'C_0304', 'C_0501', 'C_0701', 'DPA1_0103', 'DPB1_0501', 'DQA1_0101', 'DQA1_0102', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0501', 'DQB1_0602', 'DQB1_0604', 'DRB1_0101', 'DRB1_0301', 'DRB1_0404', 'DRB1_1302', 'DRB1_1501']",1
Hypovolemia,10,5,"[0.01347, 0.005938, 0.01458, 0.01796, 0.002461, 0.04789]","[1.22, 0.675, 1.206, 1.131, 1.154, 0.784]","['A_3101', 'B_3801', 'C_0102', 'C_0304', 'DQB1_0302', 'DRB1_1401']",1
Idiopathic fibrosing alveolitis,6,5,"[0.03889, 0.02545, 0.03974, 0.02206]","[1.489, 0.549, 1.487, 2.461]","['DQA1_0201', 'DQB1_0302', 'DRB1_0701', 'DRB1_1201']",1
Infantile cerebral palsy,8,4,"[0.009331, 0.01734, 0.04978, 0.03641]","[2.66, 2.44, 0.507, 1.451]","['B_1401', 'B_4002', 'B_4403', 'DPB1_0301']",1
Infection of the eye,7,4,"[0.04442, 0.04237, 0.02124]","[1.31, 0.654, 1.313]","['C_0602', 'DPB1_0101', 'DQA1_0101']",1
Infections specific to the perinatal period,12,0,"[0.0006811, 0.003346, 0.03558]","[2.676, 2.241, 2.041]","['B_4001', 'C_0304', 'DQB1_0303']",1
Inflammation of the eye,7,4,"[0.01721, 0.01975, 0.0313, 0.02146, 0.04498]","[0.647, 0.793, 1.256, 1.3, 1.205]","['A_2501', 'B_1501', 'B_2705', 'C_0102', 'DRB1_1301']",1
"Inflammatory disease of cervix, vagina, and vulva",11,1,"[0.03919, 0.01721, 0.0171]","[0.476, 1.305, 1.305]","['C_1502', 'DQA1_0201', 'DRB1_0701']",1
Inflammatory diseases of female pelvic organs,11,1,"[0.03371, 0.0142, 0.03875, 0.01411]","[0.534, 1.271, 0.819, 1.271]","['C_1502', 'DQA1_0201', 'DQB1_0301', 'DRB1_0701']",1
Injuries to the nervous system,8,3,"[0.02777, 0.01609, 0.02629, 0.002759, 0.04397]","[1.703, 1.574, 2.379, 2.333, 0.627]","['B_5101', 'C_0501', 'C_1402', 'DPB1_0601', 'DQB1_0501']",1
Insulin pump user,9,1,"[0.001125, 0.01732, 0.01377, 0.04996, 0.02817, 0.02887, 5.782e-05, 0.01238, 0.00513, 0.02378, 0.007064, 0.005189, 0.002239, 2.383e-08, 9.745e-06, 0.0002855, 2.922e-09, 0.0002164, 1.217e-10, 3.5e-08, 0.03057, 6.797e-09, 2.345e-05, 0.03293, 8.02e-10]","[0.774, 1.194, 1.598, 0.715, 1.223, 0.589, 1.383, 1.19, 0.808, 1.166, 1.212, 1.307, 0.769, 0.667, 1.339, 1.268, 1.518, 0.765, 1.595, 0.629, 0.789, 1.505, 1.37, 0.62, 0.596]","['B_0702', 'B_0801', 'B_1401', 'B_1402', 'B_1501', 'B_3701', 'C_0304', 'C_0701', 'C_0702', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101', 'DPB1_0402', 'DQA1_0102', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_1401', 'DRB1_1501']",1
Intestinal obstruction without mention of hernia,8,2,"[0.04664, 0.04356, 0.02301]","[0.861, 0.871, 0.733]","['B_0801', 'C_0701', 'C_0802']",1
Jaundice (not of newborn),7,1,"[0.0139, 0.04816, 0.02079, 0.00648, 0.03945, 0.007074]","[1.504, 0.692, 1.275, 1.364, 0.75, 1.36]","['B_1801', 'B_4001', 'DQA1_0501', 'DQB1_0201', 'DQB1_0302', 'DRB1_0301']",1
Jaw disease NOS,7,1,"[0.02009, 0.01608, 0.01971, 0.01613, 0.02395, 0.01308, 0.01078, 0.0182, 0.01167, 0.04446]","[1.722, 0.426, 2.393, 0.524, 1.666, 1.787, 1.883, 0.464, 1.804, 0.543]","['A_0201', 'DPB1_0201', 'DPB1_1101', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0301', 'DRB1_1501']",1
Kidney replaced by transpant,7,1,"[0.0131, 0.03051, 0.005162, 0.00436, 0.0234, 0.01316, 0.01552, 0.02481, 0.0001654, 5.836e-05, 0.03058, 0.03987, 0.03673, 0.0003316, 0.03151, 0.04442]","[1.216, 0.542, 0.51, 1.282, 1.447, 0.815, 1.187, 1.17, 1.332, 1.371, 0.827, 0.843, 0.821, 1.316, 1.269, 0.848]","['B_0801', 'B_3503', 'B_5501', 'C_0304', 'DPB1_1001', 'DQA1_0101', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0302', 'DQB1_0501', 'DQB1_0602', 'DRB1_0101', 'DRB1_0301', 'DRB1_0404', 'DRB1_1501']",1
Loss of teeth or edentulism,10,4,"[0.0117, 9.207e-07, 0.01025]","[3.25, 4.819, 1.988]","['A_3001', 'B_1302', 'C_0602']",1
Lupus (localized and systemic),8,1,"[0.0002792, 0.01217, 2.3e-05, 0.04728, 0.0005352, 0.0324, 0.002855, 0.0158, 0.04801, 0.005129, 2.06e-07, 0.005521, 0.003627, 1.145e-07, 0.01419, 0.04642, 0.002593]","[1.431, 0.785, 1.549, 0.315, 1.41, 0.44, 1.337, 0.658, 0.817, 1.308, 1.687, 0.743, 1.354, 1.705, 0.732, 0.526, 1.365]","['A_0101', 'A_0201', 'B_0801', 'B_4002', 'C_0701', 'C_0704', 'DQA1_0102', 'DQA1_0103', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0401', 'DRB1_1104', 'DRB1_1501']",1
"Macular degeneration, dry",8,2,"[0.004329, 0.04945, 0.04469, 0.002557, 0.03198, 0.02925, 0.02118, 0.04379]","[0.601, 1.849, 1.333, 0.589, 0.492, 1.389, 1.415, 1.947]","['B_0702', 'B_4901', 'C_0701', 'C_0702', 'C_1601', 'DQB1_0201', 'DRB1_0301', 'DRB1_0407']",1
"Macular degeneration, wet",7,4,[0.01199],[1.701],['C_0602'],1
Malignant neoplasm of female breast,6,4,"[0.0145, 0.003961, 0.00136, 0.02235, 0.04315, 0.00641, 0.02722, 0.006054]","[1.203, 0.66, 0.819, 0.716, 1.387, 0.82, 0.615, 0.63]","['A_2402', 'DQA1_0401', 'DQB1_0301', 'DQB1_0402', 'DRB1_0103', 'DRB1_0401', 'DRB1_0407', 'DRB1_0801']",1
Methicillin resistant Staphylococcus aureus,10,2,"[0.04298, 0.02741, 0.004167, 0.02675]","[0.594, 0.738, 0.619, 0.737]","['A_2902', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",1
Mixed hyperlipidemia,6,1,"[0.02134, 0.02388, 0.007969, 0.01055, 0.03407, 0.02283, 0.002024, 0.005581, 0.002134, 0.002176]","[0.906, 1.136, 1.14, 0.898, 1.232, 1.138, 0.874, 1.223, 1.22, 0.877]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_0704', 'DQA1_0103', 'DQB1_0602', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",1
Morbid obesity,10,5,"[0.004289, 0.002452, 0.02473, 0.0336, 0.001871]","[0.671, 1.412, 0.486, 1.523, 1.704]","['B_5101', 'B_5701', 'C_1402', 'DQB1_0502', 'DRB1_0103']",1
Musculoskeletal symptoms referable to limbs,8,6,"[0.01506, 0.02756, 0.01329, 0.01334, 0.006935, 0.00387]","[1.546, 1.809, 1.625, 1.727, 1.837, 1.974]","['B_4403', 'C_0704', 'C_1601', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",1
Mycoses,6,0,"[0.03674, 0.008084, 0.01633, 0.02062, 0.01579, 0.01109, 0.01843]","[0.349, 1.647, 1.556, 1.326, 0.663, 1.38, 1.37]","['A_2301', 'C_0102', 'C_1203', 'DQA1_0101', 'DQB1_0202', 'DQB1_0501', 'DRB1_0101']",1
"Myeloid leukemia, chronic",7,5,"[0.01838, 0.04474]","[0.547, 1.832]","['A_0101', 'C_1203']",1
Myopia,7,4,"[0.01475, 0.0484, 0.003225, 0.0308, 0.01941]","[1.619, 0.785, 1.725, 1.569, 0.561]","['A_3001', 'B_1501', 'B_3801', 'C_1402', 'C_1502']",1
Nephritis and nephropathy in diseases classified elsewhere,7,1,"[0.02638, 0.01789, 0.0003474, 0.003061, 0.002123, 0.007651, 0.001916, 0.0004554, 0.01416, 0.006192]","[0.449, 0.55, 1.628, 0.642, 1.544, 0.49, 1.877, 1.615, 0.508, 1.689]","['C_0802', 'DQA1_0103', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_1301', 'DRB1_1302']",1
Nephritis and nephropathy without mention of glomerulonephritis,7,1,"[0.04447, 0.04009, 0.00146, 0.01019, 0.02743, 0.005321, 0.03057, 0.04217, 0.04462, 8.749e-05, 0.0003775, 0.01443, 0.008192, 0.02489, 0.0003596, 0.003292, 0.02476]","[1.385, 0.6, 0.546, 1.313, 0.79, 1.355, 0.658, 1.477, 0.79, 0.437, 1.748, 1.297, 1.468, 1.573, 0.464, 1.549, 0.769]","['C_1203', 'DPA1_0202', 'DQA1_0103', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0402', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_0404', 'DRB1_0801', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",1
Nephritis; nephrosis; renal sclerosis,7,1,"[0.03531, 0.04531, 0.01739, 0.002413, 0.01853, 0.003596, 0.00425, 0.000364, 0.02052, 0.01229, 0.001687, 0.0335]","[1.299, 1.204, 0.651, 0.671, 1.211, 1.275, 0.66, 0.613, 1.208, 1.329, 0.643, 0.832]","['A_2902', 'C_0304', 'DPA1_0202', 'DQA1_0103', 'DQB1_0201', 'DQB1_0302', 'DQB1_0303', 'DQB1_0603', 'DRB1_0301', 'DRB1_0404', 'DRB1_1301', 'DRB1_1501']",1
Nephrotic syndrome without mention of glomerulonephritis,10,2,"[0.004615, 0.03953, 0.01635, 0.01157, 0.005061, 0.03802, 0.04043, 0.009814]","[0.275, 1.453, 1.501, 1.625, 0.279, 1.458, 1.45, 0.308]","['DQA1_0103', 'DQA1_0201', 'DQA1_0501', 'DQB1_0202', 'DQB1_0603', 'DRB1_0301', 'DRB1_0701', 'DRB1_1301']",1
"Nevus, non-neoplastic",7,6,"[0.02126, 0.01786, 0.03191]","[1.953, 1.989, 1.614]","['B_2705', 'C_0202', 'DQB1_0302']",1
Nodular lymphoma,6,0,"[0.03389, 0.0321, 0.03188, 0.001517, 0.03231, 0.0009392, 0.001399, 0.0414, 0.03167]","[0.485, 1.487, 1.727, 1.555, 0.73, 1.608, 1.616, 0.579, 0.498]","['B_1801', 'B_3501', 'DPB1_1101', 'DQA1_0101', 'DQA1_0102', 'DQB1_0501', 'DRB1_0101', 'DRB1_1301', 'DRB1_1302']",1
Non-proliferative glomerulonephritis,9,5,"[0.03081, 0.0221, 0.0255, 0.04939]","[1.776, 1.862, 0.414, 1.527]","['B_1501', 'C_0303', 'C_0602', 'DQA1_0501']",1
Nonspecific abnormal findings in stool contents,6,5,"[0.01623, 0.03801, 0.02176, 0.02849]","[0.631, 1.514, 1.414, 2.055]","['B_0801', 'B_3501', 'DQA1_0101', 'DRB1_1201']",1
Nonspecific abnormal findings on radiological and other examination of skull and head,8,6,"[0.03574, 0.01583]","[2.207, 2.484]","['DQA1_0401', 'DQB1_0402']",1
Nonspecific abnormal results of other endocrine function study,9,5,"[0.03529, 0.003212, 0.0005639, 0.003495, 0.01324, 0.002368]","[1.673, 3.963, 2.545, 2.307, 0.412, 3.69]","['A_0101', 'B_1401', 'B_1501', 'C_0303', 'DPA1_0201', 'DRB1_1201']",1
Obstruction of bile duct,8,2,"[0.001569, 0.03912, 0.02404]","[1.517, 0.722, 0.676]","['C_0701', 'DQA1_0101', 'DQB1_0501']",1
Occlusion and stenosis of precerebral arteries,9,3,"[0.006132, 0.006484, 0.04995, 0.005089, 0.01403, 0.01895, 0.04466, 0.04854, 0.02513, 0.03025, 0.02223]","[1.434, 1.644, 1.233, 1.235, 1.442, 0.679, 1.146, 1.128, 1.166, 1.161, 0.568]","['B_1302', 'B_4002', 'B_5701', 'C_0602', 'C_0704', 'DPB1_1101', 'DQA1_0201', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_0407']",1
"Occlusion of cerebral arteries, with cerebral infarction",7,3,"[0.0497, 0.03075, 0.000566, 0.003211]","[1.574, 2.492, 2.371, 2.028]","['B_4001', 'B_4002', 'DQB1_0604', 'DRB1_1302']",1
Open wound of finger(s),6,6,"[0.02392, 0.02312, 0.02353, 0.03188, 0.04117, 0.01515, 0.02416]","[2.595, 1.739, 0.5, 1.611, 0.522, 0.462, 2.12]","['B_3901', 'B_4001', 'B_4402', 'C_0304', 'C_0401', 'C_0501', 'DPB1_1101']",1
Opiates and related narcotics causing adverse effects in therapeutic use,6,4,"[0.001297, 0.02568, 0.005234]","[2.44, 1.808, 3.712]","['A_2402', 'DQB1_0602', 'DRB1_0103']",1
Optic atrophy,7,4,"[0.01654, 0.0241]","[1.717, 1.674]","['DQB1_0302', 'DRB1_0401']",1
Osteoarthrosis,10,2,"[0.03323, 0.03634, 0.01802, 0.0238, 0.02186]","[1.13, 0.825, 0.903, 0.896, 0.906]","['DPB1_0101', 'DPB1_1101', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",1
"Osteoarthrosis involving more than one site, but not specified as generalized",7,6,"[0.01367, 0.01051, 0.02836, 0.01204]","[2.381, 2.457, 0.272, 3.758]","['B_2705', 'C_0202', 'C_0304', 'DQB1_0502']",1
"Osteoarthrosis, generalized",8,5,"[0.02393, 0.04955, 0.04318, 0.0004153, 0.00165, 0.004336, 0.03439, 0.02569]","[1.305, 1.148, 0.857, 1.256, 1.262, 1.237, 1.244, 1.472]","['A_3201', 'C_0702', 'DQA1_0201', 'DQA1_0301', 'DQB1_0302', 'DRB1_0401', 'DRB1_0404', 'DRB1_0901']",1
Osteoporosis,8,5,"[0.03307, 0.03358, 0.002735, 0.009511, 0.008499]","[0.854, 0.833, 1.146, 1.147, 1.15]","['B_3501', 'C_1601', 'DQA1_0301', 'DQB1_0302', 'DRB1_0401']",1
"Osteoporosis, osteopenia and pathological fracture",8,5,"[0.03774, 0.04645, 0.01982, 0.02485, 0.0116, 0.04766, 0.006285, 0.01317, 0.01103]","[0.918, 0.871, 0.87, 0.908, 1.098, 0.852, 1.125, 0.809, 1.116]","['A_0301', 'B_1801', 'B_3501', 'DPB1_0201', 'DQA1_0301', 'DQA1_0401', 'DQB1_0302', 'DQB1_0402', 'DRB1_0401']",1
Otalgia,7,4,"[0.04103, 0.04253]","[0.614, 1.879]","['B_3501', 'B_3901']",1
Other CNS infection and poliomyelitis,6,0,"[0.01016, 0.04545, 0.04793, 0.01797, 0.002502, 0.002468, 0.04138]","[2.367, 1.706, 2.489, 1.634, 1.888, 1.928, 1.563]","['A_2601', 'B_3501', 'B_4002', 'DQA1_0101', 'DQB1_0501', 'DRB1_0101', 'DRB1_0401']",1
Other abnormality of urination,7,5,"[0.03347, 0.04126]","[0.837, 1.586]","['A_0201', 'C_1402']",1
Other and unspecified disorders of back,8,4,"[0.02691, 0.04787, 0.02282, 0.03991]","[2.392, 2.493, 0.313, 0.504]","['B_3701', 'B_4002', 'C_0303', 'C_0401']",1
Other biliary tract disease,8,2,"[0.01398, 0.03197, 0.02791, 0.0239, 0.002371, 0.01507, 0.006533, 0.00572, 0.03836, 0.007955]","[1.25, 0.79, 0.665, 0.77, 1.293, 0.79, 1.273, 0.747, 0.795, 1.267]","['B_0801', 'B_4402', 'B_5701', 'C_0602', 'C_0701', 'DQA1_0101', 'DQB1_0201', 'DQB1_0501', 'DRB1_0101', 'DRB1_0301']",1
"Other chronic ischemic heart disease, unspecified",7,2,"[0.008104, 0.02136, 0.01234, 0.04908, 0.001283, 0.03495, 0.01566, 0.008515, 0.03005, 0.04765, 0.01541]","[1.256, 1.528, 0.755, 1.171, 0.651, 0.872, 1.162, 0.825, 1.215, 1.205, 0.84]","['B_1501', 'B_4002', 'B_4403', 'C_0304', 'C_1601', 'DQA1_0102', 'DQA1_0501', 'DQB1_0602', 'DQB1_0603', 'DRB1_1301', 'DRB1_1501']",1
Other chronic nonalcoholic liver disease,9,2,"[0.02087, 0.03649, 0.007248, 0.00464, 0.007547, 0.02446, 0.02923, 0.03935, 0.006721, 0.03719, 0.04664, 0.009436, 0.01356, 0.00491, 0.0002266, 0.001171, 0.009887, 0.006281, 0.0115, 0.01239, 0.01521, 0.01391]","[1.175, 0.85, 1.28, 1.236, 1.644, 1.249, 0.752, 0.744, 1.208, 1.227, 1.168, 0.832, 1.199, 1.229, 1.338, 0.789, 0.814, 1.223, 1.204, 0.732, 0.594, 0.824]","['A_0101', 'A_0301', 'A_1101', 'B_0801', 'B_1401', 'B_3501', 'B_5101', 'B_5701', 'C_0701', 'DPB1_0101', 'DPB1_0301', 'DQA1_0102', 'DQA1_0201', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0701', 'DRB1_1101', 'DRB1_1104', 'DRB1_1501']",1
Other diseases of lung,11,3,"[0.00987, 0.03936, 0.01484, 0.02384, 0.001771, 0.01626, 0.00638, 0.01697, 0.007813, 0.01153]","[0.693, 1.194, 1.398, 0.834, 0.824, 0.878, 0.845, 1.255, 1.42, 0.872]","['A_2301', 'A_6801', 'B_3901', 'B_4403', 'C_0401', 'DQA1_0201', 'DQB1_0202', 'DQB1_0503', 'DRB1_0407', 'DRB1_0701']",1
"Other diseases of respiratory system, NEC",8,3,"[0.0446, 0.03185, 0.0145, 0.02326, 0.02731]","[2.536, 0.215, 2.047, 2.862, 0.514]","['A_3001', 'B_4403', 'B_5101', 'C_1402', 'DQB1_0602']",1
"Other diseases of respiratory system, not elsewhere classified",7,6,"[0.01802, 0.02122, 0.04062]","[1.283, 0.811, 1.302]","['B_5101', 'C_0401', 'DQA1_0401']",1
Other diseases of the teeth and supporting structures,10,4,"[0.02202, 0.001208, 0.0309]","[2.452, 2.597, 1.567]","['A_3001', 'B_1302', 'C_0602']",1
Other disorders of circulatory system,8,5,"[0.04449, 0.01455, 2.314e-05, 0.005396, 0.03523, 0.03825, 0.03743, 0.04181, 0.04847]","[0.363, 0.33, 2.442, 0.721, 1.206, 1.432, 1.235, 1.459, 1.582]","['B_1401', 'B_3801', 'B_4002', 'DPB1_0402', 'DQA1_0301', 'DQB1_0402', 'DRB1_0401', 'DRB1_0801', 'DRB1_1201']",1
Other disorders of gallbladder,6,5,"[0.04718, 0.01817, 0.04328, 0.04305, 0.02148, 0.03845]","[0.429, 0.447, 0.502, 0.502, 2.916, 1.973]","['C_0602', 'DQA1_0101', 'DQA1_0201', 'DRB1_0701', 'DRB1_1201', 'DRB1_1302']",1
Other disorders of neurohypophysis,9,5,"[0.03396, 0.02546, 0.01201, 0.04733, 0.04699, 0.007501, 0.04352]","[2.086, 2.89, 2.388, 1.836, 1.851, 2.293, 1.856]","['B_1501', 'B_5501', 'C_0303', 'DQB1_0201', 'DQB1_0501', 'DRB1_0101', 'DRB1_0301']",1
Other disorders of stomach and duodenum,8,6,"[0.006054, 0.003259, 0.03098, 0.002383, 0.03797, 0.004396]","[0.714, 1.768, 1.428, 1.835, 0.542, 1.842]","['DQA1_0102', 'DQA1_0401', 'DQB1_0303', 'DQB1_0402', 'DQB1_0604', 'DRB1_0801']",1
"Other disorders of synovium, tendon, and bursa",7,6,"[0.01281, 0.002068, 0.009257, 0.003345, 0.008018, 0.02211]","[1.222, 1.331, 1.203, 0.569, 0.842, 1.161]","['B_4001', 'C_0202', 'C_0304', 'DPB1_1001', 'DQA1_0101', 'DQB1_0302']",1
Other disorders of the kidney and ureters,7,5,"[0.04631, 0.02515, 0.03604, 0.01902]","[1.22, 1.116, 1.309, 1.122]","['A_2501', 'DQB1_0201', 'DRB1_0103', 'DRB1_0301']",1
Other disorders of tympanic membrane,8,4,"[0.04661, 0.03572, 0.04506, 0.0268, 0.003379]","[1.45, 0.224, 2.325, 1.785, 1.73]","['A_0301', 'A_6801', 'B_4002', 'C_0202', 'DPB1_0201']",1
Other hypertensive complications,7,2,"[0.0003372, 0.01349, 0.01162, 0.007221, 0.04586, 0.02571]","[1.994, 0.735, 1.557, 0.681, 1.174, 1.291]","['B_4002', 'B_4403', 'B_4901', 'C_1601', 'DPB1_0402', 'DRB1_1302']",1
Other infectious and parasitic diseases,10,2,"[0.04125, 0.02094, 0.000854, 0.02136]","[1.615, 1.54, 1.907, 1.538]","['DPB1_0101', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",1
Other inflammatory spondylopathies,7,6,"[2.7e-15, 0.004909, 0.007617, 0.0345, 0.02457, 0.04053]","[3.606, 1.828, 1.724, 0.69, 2.022, 0.698]","['B_2705', 'C_0102', 'C_0202', 'DQB1_0201', 'DRB1_0103', 'DRB1_0301']",1
Other mental disorder,11,1,"[0.004671, 0.02047, 0.01919, 0.02075]","[2.871, 1.649, 0.56, 1.647]","['B_4901', 'DQA1_0201', 'DQB1_0301', 'DRB1_0701']",1
Other nondiabetic retinopathy,8,5,"[0.04677, 0.03433, 0.03524, 0.03784, 0.02883, 0.01429, 0.02803, 0.04062, 0.03731, 0.01677]","[1.356, 0.291, 1.997, 1.373, 1.433, 1.51, 0.631, 0.626, 1.411, 1.497]","['A_0201', 'A_3101', 'B_3701', 'DQA1_0301', 'DQB1_0201', 'DQB1_0302', 'DQB1_0501', 'DRB1_0101', 'DRB1_0301', 'DRB1_0401']",1
Other nonmalignant breast conditions,7,5,"[0.01587, 0.02337, 0.02117]","[1.617, 0.669, 0.809]","['A_3001', 'C_0102', 'DPB1_0201']",1
Other specified congenital anomalies of kidney,6,2,"[0.009087, 0.006987, 0.0233, 0.03724]","[1.677, 1.694, 2.629, 1.545]","['B_0702', 'C_0702', 'C_1402', 'DPB1_0402']",1
Other specified disorders of plasma protein metabolism,6,3,"[0.007495, 0.03715, 0.03648]","[2.189, 2.637, 0.224]","['B_1801', 'DQB1_0502', 'DRB1_0404']",1
Other specified osteoporosis,8,5,"[0.003431, 0.04064, 0.01235, 0.03483, 0.03072, 0.01674, 0.007092]","[0.66, 0.732, 1.228, 1.21, 1.198, 1.252, 1.286]","['A_1101', 'B_4403', 'DQA1_0301', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DRB1_0401']",1
Other specified peripheral vascular diseases,9,4,"[0.04322, 0.00349, 0.04313]","[0.423, 2.843, 1.893]","['A_2402', 'B_1302', 'DRB1_1302']",1
Other upper respiratory disease,6,0,"[6.674e-05, 0.00103, 0.002038, 0.0003135]","[1.342, 1.292, 1.513, 1.342]","['DQA1_0101', 'DQB1_0501', 'DQB1_0503', 'DRB1_0101']",1
Otorrhea,7,4,"[0.04977, 0.01869]","[0.139, 1.685]","['C_0102', 'DQB1_0202']",1
Pain and other symptoms associated with female genital organs,7,5,"[0.01465, 0.04212, 0.04815, 0.002423]","[1.63, 1.359, 0.811, 1.955]","['C_0704', 'C_1203', 'DPA1_0201', 'DRB1_0103']",1
"Pain, swelling or discharge of eye",7,4,"[0.04947, 0.003594]","[0.592, 3.157]","['A_0301', 'DRB1_0103']",1
Paralysis/spasm of vocal cords or larynx,7,6,"[0.03364, 0.02448]","[0.651, 0.48]","['DPB1_0402', 'DRB1_1101']",1
"Peptic ulcer, site unspecified",6,5,"[0.04526, 0.03162, 0.01585, 0.01182, 0.01573]","[0.579, 1.525, 0.584, 0.503, 0.583]","['A_2402', 'C_0304', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",1
Perforation of tympanic membrane,8,4,"[0.02235, 0.04462, 0.03041, 0.02925, 0.01268, 0.005302]","[1.547, 0.239, 2.491, 1.774, 1.926, 1.715]","['A_0301', 'A_6801', 'B_4002', 'B_5101', 'C_0202', 'DPB1_0201']",1
Pericarditis,6,4,"[0.002524, 0.03615, 0.01043, 0.0001939]","[1.487, 1.444, 1.585, 1.786]","['A_2402', 'C_1601', 'DQB1_0604', 'DRB1_1302']",1
Peripheral enthesopathies and allied syndromes,6,5,"[0.03193, 0.03431]","[0.903, 1.174]","['DQB1_0301', 'DRB1_1302']",1
Peripheral or central vertigo,7,4,"[0.01834, 0.04452, 0.01498]","[1.437, 0.435, 0.332]","['B_4001', 'C_1502', 'DPB1_0501']",1
Peripheral retinal degenerations,6,4,"[0.02465, 0.0247, 0.0246, 0.0201, 0.02466]","[1.982, 0.378, 0.263, 2.44, 0.378]","['A_2402', 'DQA1_0201', 'DQB1_0202', 'DQB1_0604', 'DRB1_0701']",1
Peripheral vascular disease,8,2,"[0.04977, 0.005101, 0.04453, 0.00685, 0.0368, 0.02742, 0.04441]","[0.84, 1.376, 1.154, 1.195, 1.156, 1.236, 1.151]","['A_2402', 'A_6801', 'B_0801', 'C_0701', 'DQB1_0201', 'DQB1_0303', 'DRB1_0301']",1
"Peripheral vascular disease, unspecified",12,1,"[0.004854, 0.02178, 0.02417, 0.04166, 0.003562, 0.04276]","[1.436, 1.323, 1.217, 1.173, 1.36, 1.172]","['A_6801', 'B_5701', 'C_0602', 'DQA1_0201', 'DQB1_0303', 'DRB1_0701']",1
Peritoneal adhesions (postoperative) (postinfection),6,5,"[0.01485, 0.03253, 0.04862, 0.00691]","[0.291, 0.513, 2.053, 2.429]","['C_1203', 'DQB1_0603', 'DRB1_0103', 'DRB1_1201']",1
Peritonitis and retroperitoneal infections,6,5,[0.006725],[1.944],['DRB1_1201'],1
Pneumonia,7,6,"[0.02368, 0.00016, 0.02944, 0.01045, 0.0002972]","[1.163, 0.781, 0.746, 1.201, 0.831]","['B_2705', 'B_3501', 'B_3801', 'C_0102', 'C_0401']",1
"Poisoning by analgesics, antipyretics, and antirheumatics",12,0,"[0.007279, 0.04476, 0.02774, 0.0005378, 0.0002622, 0.01611, 0.03984, 0.03688]","[2.302, 3.328, 2.351, 3.003, 2.965, 2.032, 1.801, 2.35]","['A_0201', 'B_1401', 'B_2705', 'B_4001', 'C_0304', 'DPB1_0201', 'DQA1_0301', 'DQB1_0604']",1
Polymyalgia Rheumatica,8,5,"[0.01592, 0.02469, 0.01382, 0.0004771, 0.04742, 0.02171, 0.007058, 0.0001985, 1.311e-06, 0.0002774, 0.000802, 0.04093, 0.011, 6.241e-05, 0.0001971, 0.02537, 0.02585]","[0.556, 0.446, 1.789, 0.565, 1.414, 0.579, 1.923, 0.602, 1.639, 0.556, 1.469, 0.532, 0.498, 1.571, 0.602, 0.447, 0.61]","['A_2902', 'B_1302', 'B_4901', 'C_0602', 'C_0802', 'C_1601', 'DPB1_1401', 'DQA1_0201', 'DQA1_0301', 'DQB1_0202', 'DQB1_0302', 'DQB1_0503', 'DQB1_0604', 'DRB1_0401', 'DRB1_0701', 'DRB1_0801', 'DRB1_1302']",1
